city,ep0,ep0F,ep1F,deltaExposure0,deltaExposure1,deltaNDVIGlobal0,deltaNDVIGlobal1,deltaNDVILocal,di
Dar es Salaam,49466590.75125496,38275507.98663309,38962678.88452042,-22.62351739762448,-21.234355768631698,76.50290536184829,18.749208371709404,0.77,0.5
Rotterdam [The Hague],30202505.828920122,23469056.336585253,24442197.75667143,-22.294340510936408,-19.072285276187134,48.43694755666542,21.35066815578897,0.8400000000000001,0.5
Cincinnati,10488702.31122509,8657170.84211834,8904509.396996204,-17.461945384288686,-15.103802808222241,25.74873042704473,11.928299671030302,0.7000000000000001,0.5
Pune,95202724.16558114,79266652.94796133,80557233.10900214,-16.739091614545636,-15.38347897598692,163.03372004515057,35.06115561589032,0.7100000000000001,0.5
Takasaki [Maebashi],16731982.121049022,12390676.18576644,12881620.249138737,-25.946154519381004,-23.011988920705853,42.892200862884344,27.439539222884285,0.66,0.5
Nanjing,68777760.8948847,53288852.394425526,54492172.09723489,-22.520227903509948,-20.770651169471694,71.9419541859475,19.408229252904857,0.8600000000000001,0.5
Tegal,5652447.364047946,1805079.1587168903,2425086.9683305062,-68.0655290981038,-57.09669082891197,50.27417887542834,17.78785962382304,0.62,0.5
Bengaluru,118276465.5434496,94018634.32288672,96540846.10985923,-20.50943195597235,-18.376960567532056,132.75653569963416,19.463091307480166,0.6900000000000001,0.5
Xi'an,86749428.26672912,69262121.82198493,70866944.57772516,-20.15841117819916,-18.30845920986357,90.94492597159936,30.31199186845042,0.66,0.5
Kollam,8034890.716670245,4584877.188274013,5170311.71465393,-42.937902331868415,-35.651748144789096,34.09451155300439,18.278617391511396,0.55,0.5
Austin,15968423.488072906,13070617.787744086,13593024.625549816,-18.147099508559762,-14.875600364039174,69.98209335705388,20.08499698929447,0.62,0.5
Changzhou,31058101.02761577,21753638.687013023,22631455.14600747,-29.958246102456645,-27.131877361451117,80.8985776417314,41.57051299300083,0.6900000000000001,0.5
Zhengzhou,70122927.2830739,57246126.664739296,57726534.23027341,-18.36318179695099,-17.678088370096752,70.23319828669099,22.5713676237898,0.7000000000000001,0.5
Qingdao,44402204.19961218,35660671.3843888,36378751.42491782,-19.687159619205868,-18.069942515971853,72.5393933714364,23.130896821648523,0.67,0.5
Alexandria,128431626.5658735,116673910.19167797,116536124.33715793,-9.154845024223775,-9.262128454484907,87.7249112640968,19.99339220170108,0.64,0.5
Guadalajara,62431970.91836979,51721232.30709021,51719638.84458725,-17.15585533137172,-17.158407649486165,135.86366797414564,37.311358064974236,0.66,0.5
Belo Horizonte,50927213.86226643,41273769.59920124,41670907.50073595,-18.95537480054005,-18.17556009752335,46.71439396025713,17.117203030237786,0.6900000000000001,0.5
Katowice,30617693.03945381,26643612.937925674,27209853.109410204,-12.97968496975639,-11.130296216806011,28.77809779445541,11.067026556290886,0.62,0.5
Sirajganj,7449454.010342051,1700822.2456047423,2715122.733850201,-77.1684979430238,-63.55272842706586,95.55705014168934,33.92805012328557,0.8900000000000001,0.5
Shijiazhuang,66053465.87832158,55620339.063437276,56363184.278276384,-15.79497256677398,-14.67036054988524,63.69094437562824,22.760458227323248,0.68,0.5
Cologne,33035190.07777122,27904574.255461913,28594976.672346603,-15.530759200206953,-13.440859262415312,35.67554589493719,16.40362955385886,0.7100000000000001,0.5
Ningbo,28398500.097529996,20747836.48823601,21138246.68492641,-26.940379185587393,-25.565622788772068,57.17226476364207,26.581562618902257,0.7100000000000001,0.5
Hefei,38954629.06720473,30394858.340898342,31027427.89280298,-21.97369332291427,-20.34983098087188,60.322611903821794,17.670509465801143,0.65,0.5
Cixi,20530261.75543175,14312219.763459053,15020372.998455215,-30.287202696417502,-26.837888491698198,54.2424953554757,23.28973527678695,0.63,0.5
Brahmanbaria,8321060.175149059,2184767.275150917,3210763.7354492764,-73.74412359526313,-61.41400653442864,86.8330551387908,32.60376501537188,0.8400000000000001,0.5
Shenyang,120911775.01895124,105235920.18158269,106197235.07947235,-12.964704913902368,-12.169650091707437,46.140950582117,10.480284915931634,0.7000000000000001,0.5
Amman,96238595.65688719,83738607.84521787,83648617.75578271,-12.988539292733098,-13.082046568915715,336.1742581311386,73.6284097272357,0.64,0.5
Bogota,42721421.12930508,22680980.16391708,22511712.26470016,-46.909584081324276,-47.30579725668798,94.88716768964302,23.969484009658526,0.65,0.5
Jeddah,26369887.66787549,18536908.722369388,18479686.194893323,-29.70425602172151,-29.92125553342506,650.6842922280385,221.92959482145793,0.64,0.5
Ciudad Juárez,39391884.06045027,34155620.18843308,34119183.02880496,-13.292747978191873,-13.385247132515659,279.64509390064507,80.55698021642341,0.64,0.5
Tasikmalaya,3734399.1911548637,900843.4522492406,1230281.4348028782,-75.87715168793578,-67.05543859058054,24.22246969031526,9.38496755686851,0.59,0.5
Jinan,82479622.33353642,72038141.43060517,72754041.0148173,-12.659467402393418,-11.791495939918573,48.482308270671844,14.659631905790091,0.66,0.5
Salt Lake City,16079956.410951376,13322272.067411479,13775476.544436498,-17.14982474493373,-14.331381302410714,96.41929775634942,26.17360210724845,0.7100000000000001,0.5
Kampala,20798316.252693214,14449478.577505996,15081548.13226587,-30.525729092926422,-27.486687147990015,43.34458853425097,18.15828821275374,0.68,0.5
Saint Petersburg,87440754.63485748,72823829.47325733,74441678.70942207,-16.71637581656144,-14.866152493443193,31.466945823904332,12.677904399932942,0.78,0.5
Yangon,50928780.54041299,38749162.4461586,40859540.665791005,-23.915000447712707,-19.771217311264397,113.7802470328571,21.068994851182012,0.8500000000000001,0.5
Guruvayur,10948832.107553158,5930987.318716681,6890209.052648127,-45.82995464306068,-37.06900439276213,44.673523869126534,23.972042815195284,0.52,0.5
Kyiv,52437482.143061176,45215890.52387813,46107176.66327473,-13.771812306855109,-12.072100377580982,34.737266583129696,11.59103610266802,0.6900000000000001,0.5
Santo Domingo,24241924.64572142,16744138.894280694,16961923.2515209,-30.929003620857507,-30.030624633120485,35.8368851865544,14.257024032242901,0.7100000000000001,0.5
Amaigbo,7372819.924604161,1049302.9451049922,2226604.725219816,-85.76795641511171,-69.79982221199631,81.23696084310616,34.50285411249152,0.61,0.5
Adelaide,13971256.318527933,11376882.258896228,11672447.780260883,-18.569368426740443,-16.453842702882007,104.4567454019212,41.04229448037941,0.7100000000000001,0.5
Tashkent,41017160.7179439,30978174.394894376,32201657.53910573,-24.475088346760526,-21.492231603884825,112.38174496736228,33.27883648141716,0.7200000000000001,0.5
Edmonton,14060797.395855004,10972773.739903113,11480480.959377252,-21.961938352530506,-18.35113872872108,42.61737446555852,12.060194120827807,0.68,0.5
Rome,49958879.79895079,42311539.36545717,43160361.23953279,-15.307269627078842,-13.608228580739272,80.20368370115622,21.32979424287238,0.8600000000000001,0.5
Pittsburgh,7992518.28782036,6593758.359844259,6743227.573848613,-17.50086615513465,-15.63075202312038,19.861420653813852,11.161345541123403,0.67,0.5
Kozhikode,7881067.065185742,4668214.17273539,5167639.360870203,-40.76672442800271,-34.42969945404962,30.391695579905587,14.149048535578828,0.7100000000000001,0.5
Tel Aviv,55232915.086940795,47372711.91384037,47783754.31839839,-14.231012722627206,-13.486814441745214,176.64195505203497,51.60295573110765,0.75,0.5
Recife,28011712.963269874,20784452.34359907,21453312.499469377,-25.800852054808253,-23.413064643351674,57.639505827945506,14.819751588870956,0.9100000000000001,0.5
Ibadan,13040590.909928102,6285905.642461517,6363393.356435727,-51.79738643840202,-51.20318242947772,85.95825810618442,20.956846615047667,0.7300000000000001,0.5
Kuwait City,60436112.1432865,52871808.17958475,52814736.59495205,-12.516198834510938,-12.610631753189413,556.8834386864478,118.4260792102282,0.64,0.5
Bogura,7440595.57931665,2739873.0957614128,3664507.6366759157,-63.17669645454585,-50.749807624775286,73.62318111609298,34.917248507416055,0.53,0.5
Goiânia,27778128.409087017,23174809.5432308,23675903.036244284,-16.57173873654619,-14.767824932009379,78.17251387851454,22.721977437965176,0.7000000000000001,0.5
Linyi,18955961.839776523,14123200.561595459,14670497.875546934,-25.494677184041215,-22.607473049650913,66.00768972763649,32.45212328459101,0.66,0.5
Pati,7788958.975027995,4155031.8304161425,4753117.712813504,-46.654850234318914,-38.97621327763611,42.83164697774548,15.635429989521057,0.58,0.5
Calgary,16204875.13541559,12569736.067153528,13174435.174828025,-22.432379378953076,-18.700791800392025,55.22266762174109,15.872638135058805,0.7200000000000001,0.5
Harbin,94277163.09768228,81070711.6396659,81289983.69444767,-14.008112913127155,-13.775530548981797,44.343779957301045,12.610848254446982,0.9000000000000001,0.5
Zibo,34164004.61730957,27292112.814085748,28107789.871685773,-20.1144212459862,-17.7268877389021,54.578650660454045,22.24020843978495,0.64,0.5
Albuquerque,14219276.452890027,12153049.188265191,12149805.86254649,-14.531170214394988,-14.553979572729403,194.28217897069985,55.214552376976975,0.7000000000000001,0.5
Lisbon,36487339.48728561,30101342.987975128,30416464.332168505,-17.50195160580493,-16.638305890273422,107.83883057233871,30.39806185913838,0.79,0.5
Athens,75581278.25311932,66349011.81602518,66264026.59773697,-12.215017594933455,-12.327459750256098,135.13336180906083,31.1308899084629,0.66,0.5
Budapest,35098187.38351338,29885167.269647453,30493716.84188633,-14.852676170720526,-13.11882716709725,43.7345666090127,15.994964260998113,0.8500000000000001,0.5
Havana,11779463.125988193,8644133.791564256,8938334.634738002,-26.616912000910144,-24.119337705485158,28.78343957723673,11.734117130105757,0.7400000000000001,0.5
Buffalo,8513478.907337058,7060024.909687935,7222005.511119248,-17.072386194514586,-15.169749173922268,28.35584548265665,13.915656367874451,0.61,0.5
Abidjan,17024280.265188202,8030866.823613805,7997673.627098289,-52.82698182527235,-53.02195744831464,76.63375547097452,20.329083239399946,0.67,0.5
Kumasi,21562942.183109336,14490706.741545081,14963680.283762949,-32.798100470278456,-30.60464496591618,60.68790637781725,14.243008765052098,0.7000000000000001,0.5
San José,7813778.076210529,3899267.7567866105,4076851.2783460547,-50.097536444525566,-47.82483916764606,44.43331936708684,17.86032866568261,0.75,0.5
Tripoli,14134696.415910613,10845721.26081806,10823334.293475695,-23.26880647673722,-23.4271895553944,262.3042990729949,162.23419933531488,0.64,0.5
Warsaw,36020619.47609914,30953957.54399158,31599476.522414744,-14.066004432459737,-12.273922597633197,31.306252600443152,11.684830900723055,0.65,0.5
Tunis,39940038.92574873,33257464.081228767,33238713.79248659,-16.731518106287595,-16.77846420160071,218.75222953104975,59.69646268641378,0.64,0.5
Concord,25005383.939081155,19342825.542155564,19838193.27263303,-22.645356738856243,-20.664312449817142,117.3750319473188,28.173004090248924,0.76,0.5
Changchun,79590101.68733017,69675448.30238208,70386491.91671775,-12.457143758777717,-11.563761793858252,48.22992196489279,9.575572789661104,0.6900000000000001,0.5
Tucson,15820162.918020241,13566586.881140212,13560233.872965928,-14.24496099413144,-14.285118660061965,226.32035194038508,69.23767916797557,0.64,0.5
Omaha,8004786.177722372,6680807.0416108,6912942.829326086,-16.53984387236048,-13.639881492836478,36.132877338046896,13.684727477278889,0.65,0.5
Faisalabad,86195760.85574687,74113153.66599557,74108013.93113291,-14.017635055130118,-14.02359791781806,141.7365949770784,30.69966154770625,0.67,0.5
Providence,10061263.614966962,8841653.341896625,8922257.279235542,-12.121839957120951,-11.320708604007299,16.679805285436323,9.726394097689337,0.63,0.5
Kano,48377960.47716059,37773872.17567782,37745691.429122835,-21.919254546683497,-21.977505755037537,225.95889098892704,52.2172625450175,0.64,0.5
Casablanca,62873092.09742831,52257734.01280701,52248607.366188094,-16.883785623541005,-16.898301605361613,213.4045620073002,47.34667585872328,0.64,0.5
Vienna,34694640.885942206,29587799.420302935,30062283.497890193,-14.719395662367248,-13.351795175747101,43.543981693381795,12.008429042310247,0.7400000000000001,0.5
Allentown,6352765.347894937,5569409.028625051,5631894.770448679,-12.330950009501935,-11.347350924666637,12.949342770181145,5.512610738988729,0.59,0.5
Copenhagen,24867861.86919129,21117654.806437083,21567660.917873476,-15.080536808837296,-13.270947734378488,43.00848395334984,15.93140055812886,0.76,0.5
Sapporo,25159835.69639068,19944387.068945993,20142850.89464799,-20.729263459351102,-19.940451369729754,28.367450721687383,13.049709382944556,0.7100000000000001,0.5
Doha,32952065.92940666,28504496.246684466,28471862.522364408,-13.497089051260827,-13.5961229764477,696.7857029114548,211.0883359043958,0.64,0.5
Brick,6402878.694548199,5565090.815972387,5672154.182183171,-13.084550224091481,-11.412437236819926,21.229251420488673,11.753661444533376,0.6900000000000001,0.5
Yantai,20406335.430036794,16723922.389410552,17089509.10375591,-18.045440119571744,-16.25390476233539,50.396836041876895,17.08324407966638,0.7100000000000001,0.5
Tangshan,33859459.476979926,28381928.762892805,29013330.056249693,-16.17725385666932,-14.312483115759651,50.42908549778288,18.260079787439796,0.63,0.5
Munich,27102755.450519204,23206443.900663547,23738990.037157495,-14.376071676435451,-12.411156568574176,29.432473558369608,12.002208337329753,0.64,0.5
Bridgeport,12585675.160932105,11429256.294927835,11466652.791344473,-9.18837369642253,-8.891238294956567,11.447468717460453,8.079683203986319,0.76,0.5
Donetsk,22524837.741839662,19961290.46729818,20402606.088397257,-11.380979982731324,-9.42174002656801,48.25550901444378,13.240641554505,0.7000000000000001,0.5
Helsinki,16318965.714157054,13875196.556215467,14175122.295713013,-14.975024770237521,-13.137128026344284,28.40392877620802,13.662265128372326,0.7300000000000001,0.5
Daegu,40827672.49110283,34844260.71688948,35150570.908424735,-14.65528502884228,-13.905033611492913,27.604671599339422,9.92558232429029,0.63,0.5
Dayton,4847448.630874081,3993641.1005548667,4119589.700682969,-17.61354467752776,-15.015299503233022,27.041127907825505,12.649178450253213,0.62,0.5
